id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta
10234561,09015722511023741000000000U4,EL SABER DE HOY,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,FRANCISCO I MADERO,CALLE,PLAZA DE LA CONSTITUCION,CALLE,PALMA,CALLE,16 DE SEPTIEMBRE,67,NA,EDIFICIO KESSEL,PISO 4,411,NA,COLONIA,CENTRO,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO KESSEL,411,06000,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0771,005,5591664299,NA,NA,Fijo,19.43322258,-99.13510011,2024-11
870689,09015722219026172000000000U9,EL SABOR DE MEXICO,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,CALLE,JUAN DE DIOS ARIAS,CALLE,JUAN A. MATEOS,EJE VIAL,3 SUR (CALZADA DE CHABACANO),CALZADA,SAN ANTONIO ABAD,171,NA,NA,NA,0,LOCAL C Y D,COLONIA,VISTA ALEGRE,NA,NA,NA,06860,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1271,005,5557411919,GODRYVER7@GMAIL.COM,NA,Fijo,19.4092666,-99.13494248,2010-07
7732554,09015722511010952000000000U2,EL SABOR DE MI HOGAR,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,LONDRES,EJE VIAL,2 PONIENTE (FLORENCIA),CALLE,AMBERES,CALLE,LIVERPOOL,154,NA,MERCADO INSURGENTES,PLANTA BAJA,75,NA,COLONIA,JUAREZ,MERCADO PUBLICO,MERCADO INSURGENTES,75 76,06600,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,095A,006,5569376408,NA,NA,Fijo,19.42457883,-99.16561745,2019-11
890270,09015722511006611001000000U0,EL SABOR DE MI TIERRA,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,CALLE,LOPEZ,AVENIDA,JUAREZ,CALLE,INDEPENDENCIA,CALLE,DOLORES,9,B,NA,NA,NA,NA,COLONIA,CENTRO,NA,NA,NA,06050,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0748,012,NA,NA,NA,Fijo,19.43411914,-99.1419003,2014-12
877349,09015722511007921000000000U2,EL SASON DE LA ABUELA,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,CARLOS J MENESES,CALLE,JESUS GARCIA,CALLE,JUAN ALDAMA,CALLE,LUIS DONALDO COLOSIO,0,SN,NA,NA,0,NA,COLONIA,BUENAVISTA,NA,NA,NA,06350,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,049A,009,5548757616,NA,NA,Fijo,19.44392699,-99.15138139,2010-07
1013438,09015722219007921001000000U2,EL SAUCE Y LA PALMA,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,CALLE,ZARAGOZA,CALLE,PEDRO MORENO,CALLE,VIOLETA,CALLE,JUAN ALDAMA,78,NA,NA,NA,0,NA,COLONIA,BUENAVISTA,NA,NA,NA,06350,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0610,006,5514826714,NA,NA,Fijo,19.44210521,-99.14972707,2010-07
989195,09015722219015501000000000U2,EL SAZ0N CUATRO,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,CALLE,MOTOLINIA,CALLE,FRANCISCO I. MADERO,CALLE,16 DE SEPTIEMBRE,CALLE,BOLIVAR,31,NA,NA,NA,NA,NA,COLONIA,CENTRO,NA,NA,NA,06000,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0767,003,NA,SAZON4MOTOLINIA@GMAIL.COM.MX,NA,Fijo,19.43317145,-99.13734943,2010-07
1013935,09015722110003323000000000U6,EL SAZON 3,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,CALLE,VENUSTIANO CARRANZA,CALLE,ISABEL LA CATOLICA,CALLE,BOLIVAR,CALLE,REPUBLICA DE URUGUAY,49,NA,NA,NA,9,NA,COLONIA,CENTRO,NA,NA,NA,06000,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0818,002,NA,OCDI19@YAHOO.COM.MX,NA,Fijo,19.43144926,-99.13786878,2010-07
10406176,09015812210005641000000000U8,EL SAZON DE ELI,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,SOL,EJE VIAL,1 PONIENTE (GUERRERO),CALLE,HEROES,CALLE,LUNA,171,NA,NA,NA,NA,NA,COLONIA,GUERRERO,NA,NA,NA,06300,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0517,008,NA,NA,NA,Fijo,19.4480269,-99.14662378,2024-11
9006395,09015722511015211000000000U8,EL SAZON DE LAS XHUNCAS,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,SERAPIO RENDON,AVENIDA,RIBERA DE SAN COSME,CALLE,ALFONSO HERRERA,CALLE,MIGUEL SCHULTZ,13,C,NA,NA,NA,NA,COLONIA,SAN RAFAEL,NA,NA,NA,06470,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0697,007,NA,JVSANTIAGO4411@GMAIL.COM,NA,Fijo,19.44013865,-99.15894321,2019-11
866967,09015722219019081000000000U1,EL SAZON DE PAU,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,AVENIDA,MICHOACAN,CALLE,VICENTE SUAREZ,AVENIDA,TAMAULIPAS,AVENIDA,MICHOACAN,0,SN,NA,NA,5,NA,COLONIA,CUAHUTEMOC,NA,NA,NA,06170,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1318,011,NA,NA,NA,Fijo,19.41139575,-99.17471759,2010-07
9825320,09015722511017731000000000U3,EL SAZON DE TAVI,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,AVENIDA,CHAPULTEPEC,CALLE,ACAPULCO,CALLE,TAMPICO,CALLE,CERRADA ACAPULCO,540,A,NA,NA,NA,NA,COLONIA,ROMA NORTE,NA,NA,NA,06700,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1089,009,5534060339,ELENA24482003@GMAIL.COM,NA,Fijo,19.42070503,-99.17488752,2024-11
7744193,09015722511012362000000000U2,EL SAZON OAXAQUEÑO,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,CALLE,ALLENDE,CALLE,DONCELES,CALLE,REPUBLICA DE CUBA,CALLE,REPUBLICA DE CHILE,17,NA,NA,NA,7,NA,COLONIA,CENTRO,NA,NA,NA,06010,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0752,010,NA,NA,NA,Fijo,19.43722059,-99.13774132,2019-11
1006654,09015722110002793001000000U1,EL SAZON OAXAQUEÑO,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,CALLE,PRIMERA CERRADA 5 DE MAYO,CALLE,5 DE MAYO,CALLE,PALMA,CALLE,PALMA,7,B-C-D,NA,NA,0,NA,COLONIA,TACUBA,NA,NA,NA,06010,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0771,019,NA,NA,NA,Fijo,19.43467039,-99.13548051,2010-07
895472,09015722412002431000000000U8,EL SCARY WITCHES BAR,NA,722412,"Bares, cantinas y similares",6 a 10 personas,CALLE,OSLO,CALLE,NIZA,CALLE,COPENHAGUE,AVENIDA,PASEO DE LA REFORMA,3,NA,NA,NA,0,NA,COLONIA,JUAREZ,NA,NA,NA,06600,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0803,013,NA,NA,NA,Fijo,19.42776105,-99.16350018,2014-12
956184,09015722110003823000000000U5,EL SELLE DEL VALLE RESTAURANTE,EL SELLA DEL VALLE SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,EJE VIAL,2 A SUR DOCTOR BALMIS,CALLE,DOCTOR MANUEL VILLADA,EJE VIAL,1 PONIENTE (AVENIDA CUAUHTEMOC),CALLE,DOCTOR FRANCISCO DE P. CARRAL,210,NA,NA,NA,NA,NA,COLONIA,DOCTORES,NA,NA,NA,06720,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1125,022,NA,NA,NA,Fijo,19.41491794,-99.15385197,2010-07
9815215,09015722412005621000000000U1,EL TALLER DE SANTA,NA,722412,"Bares, cantinas y similares",0 a 5 personas,EJE VIAL,CENTRAL LAZARO CARDENAS,CALLE,REPUBLICA DE ECUADOR,PEATONAL,PLAZA GARIBALDI,CALLE,SAN CAMILITO,76,NA,NA,NA,NA,NA,COLONIA,CENTRO,NA,NA,NA,06010,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0536,014,5561031150,NA,NA,Fijo,19.44205688,-99.13947873,2024-11
9921727,09015722511020691000000000U4,EL TAPANQUILLO,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,OTRO(ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,OTRO(ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,OTRO(ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,OTRO(ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,103,NA,OSA MAYOR,PLANTA BAJA,3,NA,COLONIA,DOCTORES,NA,NA,NA,06720,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1549,033,NA,NA,NA,Fijo,19.42113027,-99.15227378,2024-11
8703199,09015722511010302000000000U0,EL TAPEO,ALZURI SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,CALLE,OSLO,CALLE,COPENHAGUE,CALLE,NIZA,CALLE,HAMBURGO,6,NA,NA,NA,NA,PB,COLONIA,JUAREZ,NA,NA,NA,06600,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0803,012,5554198043,ENASOR@PRODIGY.NET.MX,NA,Fijo,19.42766152,-99.16362531,2019-11
1040428,09015722511005413001000000U2,EL TAPEO SUREÑO,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,CALLE,OSLO,CALLE,COPENHAGUE,CALLE,NIZA,CALLE,HAMBURGO,8,NA,NA,NA,0,NA,COLONIA,JUAREZ,NA,NA,NA,06600,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0803,012,NA,NA,NA,Fijo,19.42763109,-99.16369036,2010-07
1042136,09015722511003401000000000U9,EL TAQUITO DE DAVID,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,ABRAHAM GONZALEZ,CALLE,LUCERNA,CALLE,GENERAL PRIM,EJE VIAL,1 PONIENTE (AVENIDA BUCARELI),0,SN,NA,NA,NA,NA,COLONIA,JUAREZ,NA,NA,NA,06600,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0856,011,5555468826,NA,NA,Semifijo,19.4292417,-99.15375802,2010-07
1021704,09015722511001811000000000U1,EL TIEMPO,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,RIO LERMA,CALLE,RIO GUADALQUIVIR,CALLE,RIO EBRO,CALLE,RIO PANUCO,165,A,NA,NA,0,NA,COLONIA,CUAUHTEMOC,NA,NA,NA,06500,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0822,017,NA,OTHOSAN@HOTMAIL.COM,NA,Fijo,19.42835549,-99.16931232,2010-07
10654715,09015722511023162000000000U3,EL TLAYUDERO NTOJITOS OAXAQUEÑOS,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,CALLE,FRANCISCO PIMENTEL,CALLE,MANUEL MARIA CONTRERAS,CALLE,JOAQUIN VELAZQUEZ DE LEON,CALLE,GUILLERMO PRIETO,68,NA,NA,NA,NA,NA,COLONIA,SAN RAFAEL,NA,NA,NA,06470,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0678,004,5573526633,ELTLAYUDERCDMX@GMAIL.COM,NA,Fijo,19.43929757,-99.16546315,2024-11
7732224,09015722511010733000000000U6,EL TRASPATIO,LA VIVA LUMBRE SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,CALLE,CORDOBA,CALLE,TABASCO,CALLE,COLIMA,CALLE,ORIZABA,81,NA,NA,NA,NA,NA,COLONIA,ROMA NORTE,NA,NA,NA,06700,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1002,012,NA,NA,WWW.MILAGRITO.COM,Fijo,19.41995129,-99.15897125,2019-11
1020118,09015722219002811000000000U0,EL TRIUNFO,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,JAMES SULLIVAN,CALLE,JOSE ROSAS MORENO,CALLE,IGNACIO MANUEL ALTAMIRANO,CALLE,MAESTRO ANTONIO CASO,83,4,NA,NA,NA,NA,COLONIA,SAN RAFAEL,NA,NA,NA,06470,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0682,011,NA,KARLS20031@HOTMAIL.COM,NA,Fijo,19.43402011,-99.1630484,2010-07
10134524,09015722511020232000000000U7,EL TROMPO DE LA CORTE,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,CALLE,REPUBLICA DE URUGUAY,CALLE,CORREO MAYOR,AVENIDA,JOSE MARIA PINO SUAREZ,CALLE,REPUBLICA DEL SALVADOR,115,NA,NA,NA,0,NA,COLONIA,CENTRO,NA,NA,NA,06060,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0907,006,NA,RESTAURANTELACORTE1922@GMAIL.COM,NA,Fijo,19.42977461,-99.13204939,2024-11
8327136,09015722511013081000000000U7,EL URUGUAYO,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,AVENIDA,INSURGENTES SUR,CALLE,ZACATECAS,EJE VIAL,3 PONIENTE (MEDELLIN),EJE VIAL,3 PONIENTE (MEDELLIN),1,NA,NA,NA,NA,NA,COLONIA,ROMA NORTE,NA,NA,NA,06700,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1214,027,NA,NA,NA,Semifijo,19.41495308,-99.1654642,2019-11
11648226,09015722511023812000000000U3,EL VEINTICUATRO,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,CALLE,5 DE FEBRERO,CALLE,LUCAS ALAMAN,DIAGONAL,20 DE NOVIEMBRE,DIAGONAL,20 DE NOVIEMBRE,161,NA,MERCADO PUBLICO NO 6 PEQUEÑO COMERCIO,PLANTA BAJA,5,NA,COLONIA,OBRERA,MERCADO PUBLICO,MERCADO PUBLICO NO 6 PEQUEÑO COMERCIO,5,06800,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1055,006,NA,NA,NA,Semifijo,19.4216071,-99.1358,2024-11
11024316,09015722511021691000000000S3,EL VEINTICUATRO,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,5 DE FEBRERO,CALLE,LUCAS ALAMAN,DIAGONAL,20 DE NOVIEMBRE,DIAGONAL,20 DE NOVIEMBRE,161,NA,MERCADO PUBLICO NO 6 PEQUEÑO COMERCIO,PLANTA BAJA,33,NA,COLONIA,OBRERA,MERCADO PUBLICO,MERCADO PUBLICO NO 6 PEQUEÑO COMERCIO,33,06800,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1055,006,NA,NA,NA,Fijo,19.4216071,-99.1358,2024-11
10027100,09015722511021701000000000S0,EL VEINTICUATRO,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,5 DE FEBRERO,CALLE,LUCAS ALAMAN,DIAGONAL,20 DE NOVIEMBRE,DIAGONAL,20 DE NOVIEMBRE,161,NA,MERCADO PUBLICO NO 6 PEQUEÑO COMERCIO,PLANTA BAJA,31,NA,COLONIA,OBRERA,MERCADO PUBLICO,MERCADO PUBLICO NO 6 PEQUEÑO COMERCIO,31,06800,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1055,006,NA,NA,NA,Fijo,19.4216071,-99.1358,2024-11
10815955,09015722511021681000000000S4,EL VEINTICUATRO,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,5 DE FEBRERO,CALLE,LUCAS ALAMAN,DIAGONAL,20 DE NOVIEMBRE,DIAGONAL,20 DE NOVIEMBRE,161,NA,MERCADO PUBLICO NO 6 PEQUEÑO COMERCIO,PLANTA BAJA,4,NA,COLONIA,OBRERA,MERCADO PUBLICO,MERCADO PUBLICO NO 6 PEQUEÑO COMERCIO,4,06800,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1055,006,NA,NA,NA,Fijo,19.4216071,-99.1358,2024-11
9543826,09015722511021981000000000S8,EL VEINTICUATRO,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,5 DE FEBRERO,CALLE,LUCAS ALAMAN,DIAGONAL,20 DE NOVIEMBRE,DIAGONAL,20 DE NOVIEMBRE,161,NA,MERCADO PUBLICO NO 6 PEQUEÑO COMERCIO,PLANTA BAJA,32,NA,COLONIA,OBRERA,MERCADO PUBLICO,MERCADO PUBLICO NO 6 PEQUEÑO COMERCIO,32,06800,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1055,006,NA,NA,NA,Fijo,19.4216071,-99.1358,2024-11
7765772,09015722511010591000000000U8,EL WUEN COMER,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,PROLONGACION FRANCISCO ZARCO,CALLE,MARTINELLI,CALLE,TOLNAHUAC,CALLE,ZOLTAN KODALY,NA,SN,CALLE TOLNAHUAC,PLANTA BAJA,39,NA,COLONIA,SAN SIMON,NA,NA,NA,06900,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0080,005,5543241163,NA,NA,Fijo,19.46034478,-99.1414787,2019-11
867257,09015722110004603001000000U0,EL ZORZAL RESTAURANTE,OPERADORA GASTRONOMICA GAUCHESCA SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,AVENIDA,TAMAULIPAS,CALLE,ALFONSO REYES,CALLE,GENERAL BENJAMIN HILL,CALLE,REYNOSA,139,NA,NA,NA,0,NA,COLONIA,CONDESA,NA,NA,NA,06170,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1411,012,5552736023,NA,NA,Fijo,19.40837475,-99.17655754,2010-07
11433441,09015722511022321000000000U6,ELABORACION DE COMIDA,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,QUERETARO,EJE VIAL,3 PONIENTE (MEDELLIN),EJE VIAL,2 SUR (AVENIDA YUCATAN),CALLE,ZACATECAS,225,NA,MERCADO ROMA,PLANTA BAJA,32,NA,COLONIA,ROMA NORTE,CENTRO Y PLAZA COMERCIAL,MERCADO ROMA,32,06700,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1214,015,NA,NA,NA,Fijo,19.4140631,-99.16441382,2024-11
895993,09015722511002333001000000U5,EM RESTAURANTE,CHURRO BURRO ROTISSERIE SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,31 a 50 personas,CALLE,TONALA,CALLE,ZACATECAS,EJE VIAL,2 SUR (AVENIDA QUERETARO),EJE VIAL,2 PONIENTE (MONTERREY),133,NA,NA,NA,NA,NA,COLONIA,ROMA NORTE,NA,NA,NA,06700,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1214,017,NA,NA,NA,Fijo,19.41524244,-99.16201919,2014-12
1003136,09015722219022011001000000U3,EMILIANOS CAFE,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,DONCELES,CALLE,REPUBLICA DE BRASIL,CALLE,REPUBLICA DE ARGENTINA,CALLE,REPUBLICA DE GUATEMALA,87,NA,PLAZA BIALOS,PLANTA BAJA,112,NA,COLONIA,DONCELES,CENTRO Y PLAZA COMERCIAL,PLAZA BIALOS,112,06000,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0752,003,NA,NA,NA,Fijo,19.43590183,-99.1336866,2010-07
10845551,09015722511022231000000000U7,EMOI COMIDA DE VIETNAM,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,QUERETARO,EJE VIAL,3 PONIENTE (MEDELLIN),EJE VIAL,2 SUR (AVENIDA YUCATAN),CALLE,ZACATECAS,225,NA,MERCADO ROMA,PISO 1,39,NA,COLONIA,ROMA NORTE,CENTRO Y PLAZA COMERCIAL,MERCADO ROMA,39,06700,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1214,015,NA,NA,NA,Fijo,19.4140631,-99.16441382,2024-11
9978226,09015722511020583000000000S3,ENO,ENO Y HERMANOS SAPI SAPI DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,CALLE,CHIHUAHUA,CALLE,JALAPA,CALLE,ORIZABA,AVENIDA,ALVARO OBREGON,139,NA,NA,NA,NA,NA,COLONIA,ROMA NORTE,NA,NA,NA,06700,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1106,010,NA,NA,NA,Fijo,19.41735424,-99.16048734,2024-11
6737788,09015722511008752000000000U0,ENRICOS TRATTORIA,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,LIVERPOOL,CALLE,BERLIN,CALLE,BRUSELAS,CALLE,LIVERPOOL,10,NA,NA,NA,0,B,COLONIA,JUAREZ,NA,NA,NA,06600,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0841,012,NA,NA,WWW.ENRICOS.COM.MX,Fijo,19.42785596,-99.15635956,2016-10
10627430,09015722511017401000000000S3,ENSALADAS ALVITA,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,INDEPENDENCIA,CALLE,SANTOS DEGOLLADO,CALLE,LUIS MOYA,CALLE,MARROQUI,46,NA,NA,NA,NA,NA,COLONIA,CENTRO,NA,NA,NA,06050,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0748,001,NA,NA,NA,Fijo,19.43329868,-99.14482243,2024-11
9597749,09015722412006282000000000U1,EPIC BAR,NA,722412,"Bares, cantinas y similares",6 a 10 personas,CALLE,HAMBURGO,EJE VIAL,2 PONIENTE (FLORENCIA),CALLE,AMBERES,EJE VIAL,2 PONIENTE (FLORENCIA),158,B,HAMBURGO,PLANTA BAJA,43,NA,COLONIA,JUAREZ,EDIFICIO COMERCIAL Y DE SERVICIOS,HAMBURGO,SN,06600,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,095A,007,NA,NA,NA,Fijo,19.42544592,-99.16615621,2024-11
10921288,09015722511018962000000000U3,ERO Y HERMANOS,ERO Y HERMANOS SAPI DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,CALLE,TOKIO,CALLE,BURDEOS,CALLE,TOLEDO,CALLE,HAMBURGO,110,NA,NA,NA,NA,NA,COLONIA,CUAHUTEMOC,NA,NA,NA,06500,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0945,016,NA,NA,WWW.ERO.COM.MX,Fijo,19.42272808,-99.17367963,2024-11
10002412,09015722511021731000000000S7,ESGUMEX,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,ERNESTO PUGIBET,CALLE,LUIS MOYA,CALLE,PLAZA DE SAN JUAN,CALLE,AYUNTAMIENTO,21,NA,MERCADO SAN JUAN PUGIMET,PLANTA BAJA,87,NA,COLONIA,CENTRO,MERCADO PUBLICO,MERCADO SAN JUAN PUGIMET,87,06070,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0875,009,NA,NA,NA,Fijo,19.4297037,-99.14438187,2024-11
6309790,09015722110006114002003761M6,ESPECIALISTAS EN ALTA COCINA,FLY BY WINGS SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,HAVRE,AVENIDA,PASEO DE LA REFORMA,CALLE,HAMBURGO,CALLE,NÁPOLES,30,NA,NA,NA,NA,NA,COLONIA,JUÁREZ,NA,NA,NA,NA,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0803,008,NA,KDELGADO@CMR-MX.COM,NA,Fijo,19.42784038,-99.16179107,2010-07
11223568,09015722511021481000000000U9,ESQUINA CARIOCA BRAZILIAN FOOD,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,FRONTERA,CALLE,CHIHUAHUA,CALLE,GUANAJUATO,EJE VIAL,1 PONIENTE (AVENIDA CUAUHTEMOC),28,L,NA,NA,NA,NA,COLONIA,ROMA NORTE,NA,NA,NA,06700,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1110,019,NA,NA,NA,Fijo,19.41814838,-99.15556614,2024-11
11499386,09015722511018301000069229S4,ESTACIONAMIENTO DE RESETAURANTE BAR EL MARISQUERO,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,HEROES FERROCARRILEROS,PEATONAL,PLAZA BUENAVISTA,CALLE,BERNAL DIAZ,CALLE,OROZCO Y BERRA,10,NA,NA,NA,NA,NA,COLONIA,BUENAVISTA,NA,NA,NA,06350,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,049A,015,NA,NA,NA,Semifijo,19.44107574,-99.15383751,2024-11
1046167,09015812410003541000087940S8,ESTACIONAMIENTO LA TERRAZA DE LOS AMIGO,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,PROLONGACION LERDO,CALZADA,SAN SIMON,EJE VIAL,2 NORTE (MANUEL GONZALEZ),CALLE,ZOLTAN KODALY,322,NA,NA,NA,NA,NA,COLONIA,SAN SIMON TOLNAHUAC,NA,NA,NA,06920,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0080,026,NA,NA,NA,Fijo,19.45679485,-99.14010673,2010-07
